similitud,child_id,child_nombre,child_tipo,child_registros,child_municipio,child_departamento,parent_id,parent_nombre,parent_registros,parent_municipio,parent_departamento
0.894,3085,JUZGADO TERCERO CIVIL MUNICIPAL DEL SIGCMA,JUZGADO,13,,,443,Juzgado Tercero Civil Municipal de Sogamoso,358,Sogamoso,Boyacá
0.939,3086,JUZGADO 78 CIVIL MUNICIPAL,JUZGADO,13,,,249,Juzgado Civil Municipal,582,,
0.911,3126,JUZGADO 01 CIVIL MUNICIPAL DE FUNZA CUNDINAMARCA,JUZGADO,13,Funza,Cundinamarca,1034,JUZGADO PRIMERO CIVIL MUNICIPAL DE FUNZA CUNDINAMARCA,124,Funza,Cundinamarca
0.981,3083,JUZGADO PROMISCUO MUNICPAL,JUZGADO,13,,,26,JUZGADO PROMISCUO MUNICIPAL,3699,,
0.919,3087,JUZGADO PROMISCUO MUNICIPAL DE SURATÁ,JUZGADO,13,Suratá,Santander,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.881,3101,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO META,JUZGADO,13,Puerto Rico,Meta,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.963,3124,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE VILLAMRIA CALDAS,JUZGADO,13,,Caldas,708,"JUZGADO PRIMERO PROMISCUO MUNICIPAL VILLAMARÍA , CALDAS",204,Villamaría,Caldas
0.913,3138,JUZGADO PROMISCUO MUNICIPAL DE SAN VICENTE DEL CAGUAN CAQUETA,JUZGADO,13,San Vicente del Caguán,Caquetá,2924,"JUZGADO SEGUNDO PROMISCUO MUNICIPAL SAN VICENTE DEL CAGUÁN , CAQUETA",16,San Vicente del Caguán,Caquetá
0.902,3165,Juzgado Promiscuo Municipal Argelia Valle del Cauca,JUZGADO,13,Argelia,Valle del Cauca,1943,Juzgado Promiscuo Municipal Bolívar Valle del Cauca,39,,Valle del Cauca
0.907,3090,JUZGADO SESENTA Y CINCO ( 65 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,13,,,1368,JUZGADO SESENTA Y CINCO ( 65 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ D.C.,77,Bogotá D.C.,Cundinamarca
1.000,3093,JUZGADO 5º DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE- TRANSITORIO ( ANTES - JUZGADO OCTAVO CIVIL MUNICIPAL,JUZGADO,13,,,1842,JUZGADO 5 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE TRANSITORIO ANTES JUZGADO OCTAVO CIVIL MUNICIPAL,43,,
0.906,3149,Juzgado Veinticuatro De Pequeñas Causas y Competencia Múltiple Desconcentrado Localidad Norte,JUZGADO,13,,Norte de Santander,998,Juzgado Veinticuatro De Pequeñas Causas y Competencia Múltiple Desconcentrado,131,,
0.916,3153,Juzgado 61 de Pequeñas Causas y Competencia Múltiple,JUZGADO,13,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.932,3175,JUZGADO CUARENTA Y SIETE 47 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,13,,,2161,JUZGADO CUARENTA Y SIETE 47 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,32,Bogotá,"Bogotá, D.C."
0.971,3107,JUZGADO 018 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE BARRANQUILLA,JUZGADO,13,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.924,3135,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples DE SOACHA,JUZGADO,13,Soacha,Cundinamarca,719,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples,201,,
0.971,3142,JUZGADO 020 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE BARRANQUILLA,JUZGADO,13,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.981,3176,JUZGADO 75 PEQUEÑASCAUSASYCOMPETENCIAMÚLTIPLE DE BOGOTÁ,JUZGADO,13,Bogotá,"Bogotá, D.C.",2289,JUZGADO 75 PEQUEÑASCAUSASYCOMPETENCIAMÚLTIPLEDEBOGOTÁ,28,,
0.958,3092,JUZGADO CATORCE 14 CIVIL DEL CIRCUITO,JUZGADO,13,,,1785,JUZGADO CATORCE CIVIL DEL CIRCUITO,46,,
0.889,3096,JUZGADO TREINTA Y UNO 31 CIVIL DEL CIRCUITO,JUZGADO,13,,,1465,JUZGADO TREINTA Y UNO CIVIL DEL CIRCUITO Bogotá,69,Bogotá,"Bogotá, D.C."
0.923,3169,Juzgado Segundo Laboral del Circuito Yopal,JUZGADO,13,Yopal,Casanare,519,Juzgado Segundo Laboral del Circuito,304,,
0.884,3109,JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE POPAYAN,JUZGADO,13,Popayán,Cauca,3020,JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO,14,,
0.926,3082,ALCALDIA MUNICIPAL DE SAN,ALCALDIA,13,,,463,ALCALDIA MUNICIPAL DE SAN GIL,342,San Gil,Santander
0.864,3103,Secretaría de Tránsito y Transporte de Armenia,SECRETARIA,13,Armenia,Quindío,513,Secretaria de Tránsito y Transporte,309,,
0.851,3171,Consejo Superior de la Judicatura Dirección Ejecutiva Seccional de Administración Judicial Cartagena - Bolívar,RAMA_JUDICIAL,13,Cartagena de Indias,Bolívar,174,Consejo Superior de la Judicatura Dirección Ejecutiva de Administración Judicial,794,,
0.892,3122,CONTRALORÍA DEPARTAMENTAL DE BOLÍVAR,CONTRALORIA,13,,Bolívar,1280,CONTRALORÍA DEPARTAMENTAL DEL ΜΕΤΑ,85,,
0.954,3263,Oficina de Apoyo de los Juzgados Civiles Municipales de Ejecución de Sentencia de Barranquilla del 2024 .,JUZGADO,12,Barranquilla,Atlántico,12,Oficina de Apoyo de los Juzgados Civiles Municipales de Ejecución de Sentencia de Barranquilla,9216,Barranquilla,Atlántico
0.881,3197,JUZGADO OCHENTA Y DOS CIVIL MUNICIPAL,JUZGADO,12,,,233,JUZGADO OCHENTA Y DOS CIVIL MUNICIPAL DE BOGOTA,605,Bogotá,"Bogotá, D.C."
0.962,3244,JUZGADO OCTAVO CIVIL MUNICIPAL DE BUCARMANGA SANTANDER,JUZGADO,12,,Santander,390,JUZGADO OCTAVO CIVIL MUNICIPAL Bucaramanga - Santander,405,Bucaramanga,Santander
0.914,3268,JUZGADO TREINTA Y CUATRO CIVIL MUNICIPAL Santiago de Cali,JUZGADO,12,Cali,Valle del Cauca,1029,JUZGADO TREINTA Y CUATRO CIVIL MUNICIPAL DE CALI,125,,Valle del Cauca
0.899,3189,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE TAME,JUZGADO,12,Tame,Arauca,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.902,3194,Juzgado Promiscuo Municipal de Galapa,JUZGADO,12,Galapa,Atlántico,1002,Juzgado Primero Promiscuo Municipal de Galapa,130,Galapa,Atlántico
0.884,3198,JUZGADO SEGUNDO PROMISCUO MUNICIPAL MIRANDA - CAUCA,JUZGADO,12,Miranda,Cauca,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.889,3219,Juzgado Segundo Promiscuo Municipal de Plato,JUZGADO,12,Plato,Magdalena,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.891,3227,Juzgado Promiscuo Municipal Bolívar - Santander,JUZGADO,12,,Santander,2605,JUZGADO 2 PROMISCUO MUNICIPAL  Barbosa - Santander,21,Barbosa,Santander
0.907,3231,JUZGADO PROMISCUO MUNICIPAL MEDINA CUNDINAMARCA,JUZGADO,12,Medina,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.897,3183,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE SEDE LOS MANGOS,JUZGADO,12,,,751,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE SANTA MARTA,192,Santa Marta,Magdalena
0.910,3216,JUZGADO PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE NEIVA antes JUZGADO QUINTO CIVIL MUNICIPAL DE NEIVA,JUZGADO,12,Neiva,Huila,210,JUZGADO OCTAVO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE NEIVA antes JUZGADO QUINTO CIVIL MUNICIPAL DE NEIVA,661,Neiva,Huila
1.000,3242,"JUZGADO 2º DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE SOACHA , CUNDINAMARCA",JUZGADO,12,Soacha,Cundinamarca,1576,"JUZGADO 2 ° DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE SOACHA , CUNDINAMARCA",60,Soacha,Cundinamarca
0.929,3186,JUZGADO 2º DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,JUZGADO,12,,,135,Juzgado Segundo de Pequeñas Causas y Competencias Múltiples,913,,
0.989,3184,JUZGADO PRIMERO CIVIL DEL CIRCUITO ORALSOGAMOSO,JUZGADO,12,,,2501,JUZGADO PRIMERO CIVIL DEL CIRCUITO ORAL SOGAMOSO,23,Sogamoso,Boyacá
0.945,3236,Rama Judicial del Poder Público -Circuito Judicial de Tumaco Juzgado Primero Civil Municipal,JUZGADO,12,Tumaco,Nariño,2614,Rama Judicial del Poder Público -Circuito Judicial de Tumaco Juzgado Segundo Civil Municipal,20,Tumaco,Nariño
0.882,3251,JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD DE MEDELLÍN,JUZGADO,12,Medellín,Antioquia,1441,Juzgado Quince Civil del Circuito de Oralidad,71,,
0.897,3264,JUZGADO VEINTE 20 CIVIL DEL CIRCUITO DE ORALIDAD  BOGOTÁ D.C.,JUZGADO,12,Bogotá D.C.,Cundinamarca,1804,JUZGADO VEINTE 20 CIVIL DEL CIRCUITO DE ORALIDAD,45,,
0.897,3232,JUZGADO CUARTO LABORAL DEL CIRCUITO DE CALI,JUZGADO,12,,Valle del Cauca,369,JUZGADO CUARTO LABORAL DEL CIRCUITO,427,,
0.917,3234,JUZGADO QUINTO LABORAL DEL CIRCUITO DE BOGOTÁ D.C,JUZGADO,12,Bogotá D.C.,Cundinamarca,2051,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA D C,35,Bogotá D.C.,Cundinamarca
0.951,3185,JUZGADO TREINTA Y SIETE CIVIL,JUZGADO,12,,,1076,JUZGADO TREINTA Y SIETE 37 CIVIL,115,,
0.906,3217,JUZGADO PRIMERO ADMINISTRATIVO ORAL DEL CIRCUITO DE CUCUTA,JUZGADO,12,Cúcuta,Norte de Santander,1670,Juzgado Primero Administrativo Oral del Circuito,53,,
0.800,3221,ALCALDÍA DE Chiriguaná,ALCALDIA,12,Chiriguaná,Cesar,2507,Alcaldía de CIUDAD,22,,
0.800,3246,ALCALDIA DE TULUA,ALCALDIA,12,Tuluá,Valle del Cauca,2507,Alcaldía de CIUDAD,22,,
0.836,3255,Alcaldía Municipal de Alvarado,ALCALDIA,12,Alvarado,Tolima,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.992,3205,"Empresa de Acueducto , Alcantarillado y Aseo de Yopa E.I.C.E - E.S.P",ESP,12,,,394,"Empresa de Acueducto , Alcantarillado y Aseo de Yopal E.I.C.E - E.S.P",403,Yopal,Casanare
0.935,3272,JUZGADO CIVILES  MUNICIPALES DE EJECUCIÓN DE SENTENCIAS,JUZGADO,11,,,1585,Juzgado 02 Civil Municipal de Ejecución de Sentencias,59,,
0.957,3281,JUZGADO QUINTO CIVIL MUNICIPAL DE BARRANABERMEJA,JUZGADO,11,,,450,JUZGADO QUINTO CIVIL MUNICIPAL BARRANCABERMEJA,352,Barrancabermeja,Santander
0.976,3282,Juzgado Cuarto Civil Municipal de Girardet,JUZGADO,11,,,925,Juzgado Cuarto Civil Municipal de Girardot,148,Girardot,Cundinamarca
1.000,3293,Juzgado Sesenta Y Ocho ( 68 ) Civil Municipal De Oralidad,JUZGADO,11,,,1246,Juzgado Sesenta Y Ocho 68 Civil Municipal De Oralidad,91,,
0.939,3294,JUZGADO CUARENTA Y SEIS 46 CIVIL MUNICIPAL DE ORALIDAD,JUZGADO,11,,,1583,JUZGADO CUARENTA Y SEIS 46 CIVIL MUNICIPAL DE ORALIDAD BOGOTA,60,Bogotá,"Bogotá, D.C."
0.881,3321,JUZGADO SETENTA Y UNO CIVIL MUNICIPAL,JUZGADO,11,,,170,JUZGADO SETENTA Y UNO CIVIL MUNICIPAL DE BOGOTÁ,805,Bogotá,"Bogotá, D.C."
0.881,3365,JUZGADO CINCUENTA Y SEIS CIVIL MUNICIPAL DE  ORALIDAD DE  Bogotá D.C.,JUZGADO,11,Bogotá D.C.,Cundinamarca,516,JUZGADO CINCUENTA Y SEIS CIVIL MUNICIPAL DE ORALIDAD,306,,
0.911,3287,JUZGADO PROMISCUO MUNICIPAL DE LA PEÑA CUNDINAMARCA,JUZGADO,11,La Peña,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.896,3314,Juzgado Promiscuo Municipal Paime Cundinamarca,JUZGADO,11,Paime,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.933,3334,JUZGADO PROMISCUO MUNICIPAL DE CERRITO,JUZGADO,11,Cerrito,Santander,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.883,3352,Juzgado Promiscuo Municipal de Tipacoque,JUZGADO,11,Tipacoque,Boyacá,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.896,3355,JUZGADO PROMISCUO MUNICIPAL VIOTA - CUNDINAMARCA,JUZGADO,11,Viotá,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.884,3358,JUZGADO SEGUNDO PROMISCUO MUNICIPAL CAJIBÍO - CAUCA,JUZGADO,11,Cajibío,Cauca,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.978,3290,JUZGADO 01 MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE TUNJA,JUZGADO,11,Tunja,Boyacá,653,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE TUNJA,230,Tunja,Boyacá
0.941,3331,JUZGADO 008 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTA,JUZGADO,11,Bogotá,"Bogotá, D.C.",2211,Juzgado Pequeñas Causas y Competencia Múltiple de Bogotá,30,Bogotá,"Bogotá, D.C."
0.973,3342,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE POPAYÁN CAUCA,JUZGADO,11,Popayán,Cauca,2081,JUZGADO 001 MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE POPAYÁN - CAUCA,34,Popayán,Cauca
0.971,3298,JUZGADO 008 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE Barranquilla,JUZGADO,11,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.964,3299,JUZGADO TREINTA Y UNO CIVIL DEL CIRCUITO,JUZGADO,11,,,3096,JUZGADO TREINTA Y UNO 31 CIVIL DEL CIRCUITO,13,,
0.920,3307,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES NEIVA - HUILA,JUZGADO,11,Neiva,Huila,2616,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS  Y COMPETENCIAS MÚLTIPLES,20,,
0.884,3338,Juzgado Veintidós Laboral del Circuito de Bogotá,JUZGADO,11,Bogotá,"Bogotá, D.C.",2964,JUZGADO VEINTIDÓS LABORAL DEL CIRCUITO,15,,
0.938,3373,JUZGADO SEGUNDO DE FAMILIA DOSQUEBRADAS - RISARALDA,JUZGADO,11,Dosquebradas,Risaralda,2414,JUZGADO ÚNICO DE FAMILIA Dosquebradas Risaralda,25,Dosquebradas,Risaralda
0.889,3371,Juzgado Primero Administrativo Oral del Circuito de Magangué,JUZGADO,11,Magangué,Bolívar,1670,Juzgado Primero Administrativo Oral del Circuito,53,,
0.897,3289,Juzgado Tercero de Familia del Circuito,JUZGADO,11,,,1956,JUZGADO TERCERO DE FAMILIA DEL CIRCUITO DE TUNJA,39,Tunja,Boyacá
0.824,3279,ALCALDÍA DE PROCESO,ALCALDIA,11,,,1885,ALCALDÍA DE CER,41,,
0.919,3280,ALCALDÍA DE SANTOS,ALCALDIA,11,,,1546,ALCALDIA DE SALENTO,63,Salento,Quindío
0.885,3305,Alcaldía Municipal de Pacho,ALCALDIA,11,Pacho,Cundinamarca,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.889,3353,ALCALDIA MUNICIPAL DE TESALIA,ALCALDIA,11,Tesalia,Huila,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.892,3343,SECRETARÍA DISTRITAL DE SALUD BOGOTA,SECRETARIA,11,Bogotá,"Bogotá, D.C.",666,SECRETARÍA DISTRITAL DE SALUD,223,,
0.853,3366,SECRETARIA DISTRITAL DE HACIENDA  Bogotá D.C.,SECRETARIA,11,Bogotá D.C.,Cundinamarca,57,SECRETARIA DISTRITAL DE HACIENDA,1798,,
0.841,3278,Superintendencia de Notariado,SUPERINTENDENCIA,11,,,988,Superintendencia de Notariado y Registro,133,,
0.989,3374,Oficina de apoyo de los Juzgados Civiles Municipales de Ejecución de Sentencias de Barranquill,JUZGADO,10,,,12,Oficina de Apoyo de los Juzgados Civiles Municipales de Ejecución de Sentencia de Barranquilla,9216,Barranquilla,Atlántico
0.926,3453,JUZGADO SEXTO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS MEDELLÍN,JUZGADO,10,Medellín,Antioquia,844,Juzgado Sexto Civil Municipal de Ejecución de Sentencias,163,,
0.939,3384,JUZGADO 64 CIVIL MUNICIPAL,JUZGADO,10,,,249,Juzgado Civil Municipal,582,,
1.000,3410,JUZGADO VEINTIUNO(21)CIVIL MUNICIPAL DE BOGOTÁ D.C.,JUZGADO,10,Bogotá D.C.,Cundinamarca,95,JUZGADO VEINTIUNO 21 CIVIL MUNICIPAL DE BOGOTÁ D C,1211,Bogotá D.C.,Cundinamarca
0.898,3409,JUZGADO PROMISCUO MUNICIPAL VENECIA CUNDINAMARCA,JUZGADO,10,Venecia,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.913,3415,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA CEJA,JUZGADO,10,La Ceja,Antioquia,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.915,3470,Juzgado 003 Promiscuo Municipal Puerto Colombia - Atlantico,JUZGADO,10,Puerto Colombia,Atlántico,660,Juzgado Tercero Promiscuo Municipal Puerto Colombia - Atlántico,225,Puerto Colombia,Atlántico
0.908,3382,JUZGADO SÉPTIMO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,10,,,3152,JUZGADO SÉPTIMO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE IBAGUÉ TOLIMA,13,Ibagué,Tolima
0.936,3405,JUZGADO VEINTICINCO 25 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE LA SEDE DESCENTRALIZADA DE KENNEDY ANTES JUZGADO,JUZGADO,10,,,1348,JUZGADO VEINTICINCO ( 25 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE LA SEDE DESCENTRALIZADA DE KENNEDY,79,,
0.949,3417,JUZGADO 35 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,10,Bogotá,"Bogotá, D.C.",2211,Juzgado Pequeñas Causas y Competencia Múltiple de Bogotá,30,Bogotá,"Bogotá, D.C."
0.889,3465,JUZGADO CUARTO 40 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE Bogotá D.C,JUZGADO,10,Bogotá D.C.,Cundinamarca,149,Juzgado Cuarto de Pequeñas Causas y Competencia Múltiple,860,,
0.939,3395,JUZGADO ( 40 ) DE PEQUEÑAS CAUSAS Y COMPENTENCIAS MULTIPLES DE BOGOTÁ D.C.,JUZGADO,10,Bogotá D.C.,Cundinamarca,1482,JUZGADO CUARENTA ( 40 ) DE PEQUEÑAS CAUSAS Y COMPENTENCIAS MULTIPLES DE BOGOTÁ D.C.,67,Bogotá D.C.,Cundinamarca
0.919,3421,JUZGADO CINCUENTA Y OCHO DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTÁ,JUZGADO,10,Bogotá,"Bogotá, D.C.",1281,JUZGADO CINCUENTA Y OCHO DE PEQUEÑAS CAUSAS Y COMPETENCIA,85,,
0.921,3426,JUZGADO OCTAVO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE IBAGUÉ,JUZGADO,10,Ibagué,Tolima,2023,Juzgado Octavo de Pequeñas causas y Competencias MULTIPLES,36,,
0.928,3450,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE PASTO,JUZGADO,10,Pasto,Nariño,435,Juzgado Quinto de Pequeñas Causas y Competencias Múltiples,363,,
0.945,3391,JUZGADO 36 CIVIL DEL CIRCUITO,JUZGADO,10,,,559,JUZGADO CIVIL DEL CIRCUITO,281,,
0.919,3432,Juzgado Segundo Civil del Circuito  Tuluá,JUZGADO,10,Tuluá,Valle del Cauca,129,Juzgado Segundo Civil del Circuito,926,,
0.885,3448,JUZGADO OCTAVO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA DE NEIVA,JUZGADO,10,Neiva,Huila,3104,JUZGADO OCTAVO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCI MULTIPLE,13,,
0.949,3477,JUZGADO 02 LABORAL DEL CIRCUITO,JUZGADO,10,,,1071,Juzgado Laboral del Circuito,116,,
0.882,3445,Juzgado Primero Administrativo Oral de Ibagué,JUZGADO,10,Ibagué,Tolima,1670,Juzgado Primero Administrativo Oral del Circuito,53,,
0.907,3474,JUZGADO CUARTO ADMINISTRATIVO DE FLORENCIA CAQUETÁ,JUZGADO,10,Florencia,Caquetá,3200,JUZGADO 004 ADMINISTRATIVO DE FLORENCIA CAQUETÁ,12,Florencia,Caquetá
0.900,3438,JUZGADO TERCERO PROMISCUO DE FAMILIA- Palmira,JUZGADO,10,Palmira,Valle del Cauca,2108,JUZGADO TERCERO PROMISCUO DE FAMILIA,33,,
0.850,3380,ALCALDÍA DE TESORERIA,ALCALDIA,10,,,137,Alcaldía de PEREIRA,912,Pereira,Risaralda
0.848,3381,ALCALDÍA DE PUERTO,ALCALDIA,10,,,1885,ALCALDÍA DE CER,41,,
0.814,3441,ALCALDÍA MUNICIPAL DE LOS CÓRDOBAS,ALCALDIA,10,Los Córdobas,Córdoba,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.846,3475,Alcaldía Municipal de MOMIL,ALCALDIA,10,Momil,Córdoba,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.867,3436,Corporación Autónoma Regional de Boyacá CORPOBOYACA,CAR,10,,Boyacá,861,Corporación Autónoma Regional de Boyacá,160,,Boyacá
0.875,3396,Tribunal Contencioso Administrativo,TRIBUNAL,10,,,2265,TRIBUNAL CONTENCIOSO ADMINISTRATIVO DEL HUILA,28,,Huila
0.872,3517,Gobernación de NIT,GOBERNACION,9,,,2703,Gobernación de Nariño,19,,Nariño
0.937,3480,JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL,JUZGADO,9,,,2613,Juzgado Sexto de Ejecución Civil Municipal,20,,
0.949,3498,JUZGADO DIECISIETE 17 CIVILES MUNICIPALES,JUZGADO,9,,,582,Juzgado Diecisiete 17 Civil Municipal,268,,
0.889,3538,JUZGADO CUARENTA Y SIETE CIVIL MUNICIPAL,JUZGADO,9,,,1579,JUZGADO CUARENTA Y SIETE CIVIL MUNICIPAL DE BOGOTÁ,60,Bogotá,"Bogotá, D.C."
0.895,3504,Juzgado Promiscuo Municipal de Panqueba,JUZGADO,9,Panqueba,Boyacá,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.889,3542,JUZGADO PROMISCUO MUNICIPAL DE TUTA,JUZGADO,9,Tuta,Boyacá,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.886,3584,JUZGADO PROMISCUO MUNICIPAL DE PUEBLOVIEJO,JUZGADO,9,Puebloviejo,Magdalena,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.907,3594,Juzgado Promiscuo Municipal de Recetor,JUZGADO,9,Recetor,Casanare,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.915,3601,JUZGADO UNICO PROMISCUO MUNICIPAL RISARALDA,JUZGADO,9,,Risaralda,2299,JUZGADO ÚNICO PROMISCUO MUNICIPAL GUÁTICA RISARALDA,27,Guática,Risaralda
0.919,3602,JUZGADO PROMISCUO MUNICIPAL CALDAS,JUZGADO,9,,Caldas,2455,JUZGADO PROMISCUO MUNICIPAL  SUPIA - CALDAS,24,Supía,Caldas
0.930,3500,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLESANTA MARTA,JUZGADO,9,,,2252,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLESANTA MARTA - MAGDALENA,29,,Magdalena
0.931,3508,JUZGADO 18 DE PEQUEÑAS CAUSAS COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,9,Bogotá,"Bogotá, D.C.",2211,Juzgado Pequeñas Causas y Competencia Múltiple de Bogotá,30,Bogotá,"Bogotá, D.C."
0.927,3495,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES TRANSITORIO,JUZGADO,9,,,3160,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES TRANSITORIO VALLEDUPAR,13,Valledupar,Cesar
0.924,3505,JUZGADO CUARENTA  ( 40 ) DE PEQUEÑAS CAUSAS Y COMPENTENCIAS MULTIPLES DE,JUZGADO,9,,,1482,JUZGADO CUARENTA ( 40 ) DE PEQUEÑAS CAUSAS Y COMPENTENCIAS MULTIPLES DE BOGOTÁ D.C.,67,Bogotá D.C.,Cundinamarca
1.000,3559,JUZGADO 4º CIVIL DEL CIRCUITO NEIVA HUILA,JUZGADO,9,Neiva,Huila,634,JUZGADO 4 CIVIL DEL CIRCUITO NEIVA HUILA,237,Neiva,Huila
0.886,3588,JUZGADO TRECE CIVIL DEL CIRCUITO DE BOGOTÁ,JUZGADO,9,Bogotá,"Bogotá, D.C.",535,JUZGADO TRECE CIVIL DEL CIRCUITO ORAL,293,,
