similitud,child_id,child_nombre,child_tipo,child_registros,child_municipio,child_departamento,parent_id,parent_nombre,parent_registros,parent_municipio,parent_departamento
0.912,7661,Juzgado Décimo de Pequeñas Causas y competencias Multiple de Bogotá,JUZGADO,1,Bogotá,"Bogotá, D.C.",938,Juzgado Décimo de Pequeñas Causas y Competencias Múltiples,144,,
0.912,7748,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES IBZAGUE TOLIMA,JUZGADO,1,,Tolima,2928,Juzgado Tercero de Pequeñas Causas y Competencia  Ibagué - Tolima,16,Ibagué,Tolima
0.937,7798,JUZGADO 011 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,JUZGADO,1,,,2421,Juzgado Once de Pequeñas Causas y Competencias Múltiples,24,,
0.917,7807,JUZGADO VEINTINUEVE 29 DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",2000,JUZGADO VEINTINUEVE 29 DE PEQUEÑAS CAUSAS Y COMPETENCIA,37,,
0.882,7975,JUZGADO SEXTO DE PEQUEÑAS CAUSAS  Y COMPETENCIAS MULTIPLE DE VALLEDUPAR,JUZGADO,1,Valledupar,Cesar,618,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,245,,
0.884,8007,JUZGADO QUINCE DE PEQUEÑAS CAUSAS Y COMPETENCIAS  MÚLTIPLE DE BOGOTÁ D.C.,JUZGADO,1,Bogotá D.C.,Cundinamarca,2815,JUZGADO QUINCE DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,17,,
0.883,8029,Juzgado Setenta de Pequeñas Causas y Competencias Múltiple de Bogotá,JUZGADO,1,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.929,8078,JUZGADO CINCUENTA Y SEIS DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTÁ,JUZGADO,1,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.930,8111,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE SOACHA,JUZGADO,1,Soacha,Cundinamarca,4449,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE SANTA MARA,4,,
0.897,8193,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA DE FLORIDA,JUZGADO,1,Florida,Valle del Cauca,1330,Juzgado Tercero de Pequeñas Causas y Competencia,80,,
0.912,8205,JUZGADO 007 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,JUZGADO,1,,,242,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,591,,
0.964,8317,JUZGADO 9 DE PEQUEÑAS CAUSAS Y DE COMPETENCIAS MULTIPLES DE BARRANQUILLA,JUZGADO,1,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.942,8322,JUZGADO CUARENTA Y CINCO DE PEQUEÑAS CAUSAS Y COMPETENCIA BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",4030,JUZGADO CUARENTA Y CINCO DE PEQUEÑAS CAUSAS Y COMPETENCIA,6,,
0.912,8325,JUZGADO VEINTISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTÁ,JUZGADO,1,Bogotá,"Bogotá, D.C.",4257,JUZGADO VEINTISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA,5,,
0.918,8358,JUZGADO SETENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",3076,JUZGADO SETENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA,14,,
0.921,8394,Juzgado Setenta y ocho 78 de Pequeñas Causas y Competencia,JUZGADO,1,,,5995,Juzgado Setenta y ocho 78 de Pequeñas Causas y Competencia DE BOGOTA,2,Bogotá,"Bogotá, D.C."
0.910,8457,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE ATLÁNTICO,JUZGADO,1,,Atlántico,4449,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE SANTA MARA,4,,
0.894,8517,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES  IBAGUÉ - TOLIMA,JUZGADO,1,Ibagué,Tolima,242,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,591,,
0.896,8520,JUZGADO 69 DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",3555,JUZGADO 69 DE PEQUEÑAS CAUSAS Y COMPETENCIA,9,,
0.981,6758,JUZGADO PRIMERO CIVIL DE CIRCUITO DE ORALIDAD DE CALII,JUZGADO,1,,,1945,JUZGADO PRIMERO CIVIL DEL CIRCUITO DE ORALIDAD DE CALI,39,,Valle del Cauca
0.915,6762,JUZGADO PRIMERO CIVIL DEL CIRCUITO LA ORADA,JUZGADO,1,,,2733,"JUZGADO PRIMERO CIVIL DEL CIRCUITO- La Dorada , Caldas",19,La Dorada,Caldas
0.884,6798,JUZGADO CUARTO CIVIL DEL CIRCUITO DE MONTERIO,JUZGADO,1,,,2320,JUZGADO CUARTO CIVIL DEL CIRCUITO  MONTERÍA - CÓRDOBA,27,Montería,Córdoba
0.929,6909,"JUZGADO TRECE CIVIL DEL CIRCUITO PALACIO DE JUSTICIA , PISO 13",JUZGADO,1,,,4813,JUZGADO TRECE CIVIL DEL CIRCUITO PALACIO DE JUSTICIA,3,,
0.988,6910,JUZGADO TRECE CIVIL DEL CIRCUITO DE BOGOT,JUZGADO,1,,,3588,JUZGADO TRECE CIVIL DEL CIRCUITO DE BOGOTÁ,9,Bogotá,"Bogotá, D.C."
0.940,6942,Juzgado Segundo Civil del Circuito de Yuluá,JUZGADO,1,,,3432,Juzgado Segundo Civil del Circuito  Tuluá,10,Tuluá,Valle del Cauca
0.905,6944,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE BUCARAMAMNGA,JUZGADO,1,,,2371,Juzgado Segundo Civil del Circuito de Cartago,26,Cartago,Valle del Cauca
0.985,6945,JUZGADO SEGUNDOCIVIL DEL CIRCUITO,JUZGADO,1,,,129,Juzgado Segundo Civil del Circuito,926,,
0.985,6949,JUZGADO TERCEROCIVIL DEL CIRCUITO,JUZGADO,1,,,202,Juzgado Tercero Civil del Circuito,679,,
0.917,6950,Juzgado Octave Civil del Circuito Banco,JUZGADO,1,,,4205,Juzgado Octave Civil Del Circuito,5,,
0.919,6954,Juzgado Tercero Civil del Circuito Mixto,JUZGADO,1,,,202,Juzgado Tercero Civil del Circuito,679,,
0.958,6955,JUZGADO TERCERO 30 CIVIL DEL CIRCUITO,JUZGADO,1,,,202,Juzgado Tercero Civil del Circuito,679,,
0.990,6991,JUZGADO CUARENTA Y OCHO CIVIL  CIRCUITO DEBOGOTÁ D.C.,JUZGADO,1,,,1373,JUZGADO CUARENTA Y OCHO CIVIL CIRCUITO DE BOGOTÁ D.C.,77,Bogotá D.C.,Cundinamarca
0.916,6992,JUZGADO CUARENTA Y OCHO 48 CIVIL DEL CIRCUITO,JUZGADO,1,,,2811,JUZGADO CUARENTA Y OCHO CIVIL CIRCUITO,17,,
0.902,7016,JUZGADO SEXTO CIVIL DEL CIRCUITO DE IABGUE,JUZGADO,1,,,1782,Juzgado Sexto Civil del Circuito de Cali,46,,Valle del Cauca
0.957,7033,JUZGADO OCTAVO CIVIL DEL CIRCUITO DE BUCRAMANGA,JUZGADO,1,,,1674,Juzgado Octavo Civil Del Circuito Bucaramanga,53,Bucaramanga,Santander
0.988,7059,JUZGADO DOCE CIVIL DEL CIRCUITO DE EBOGOTÁ,JUZGADO,1,,,711,JUZGADO DOCE CIVIL DEL CIRCUITO DE E BOGOTÁ,203,Bogotá,"Bogotá, D.C."
0.911,7065,JUZGADO 41 CIVIL DEL CIRCUITO DE BOTÁ,JUZGADO,1,,,4832,JUZGADO 41 CIVIL DEL CIRCUITO DEBOGOTÁ D.C,3,,
0.988,7135,JUZGADO SÉPTIMO CIVIL CIRCUITO DE BOGOTAD,JUZGADO,1,,,3670,JUZGADO SÉPTIMO CIVIL CIRCUITO DE BOGOTÁ,8,Bogotá,"Bogotá, D.C."
0.964,7214,Juzgado 01 Civil del Circuito con Conocimiento en Asuntos,JUZGADO,1,,,5406,JUZGADO CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS,2,,
0.956,7219,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS,JUZGADO,1,,,5406,JUZGADO CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS,2,,
0.971,7344,JUZGADO CUARENTA Y CINCO CIVIL DELCIRCUITO DE  GOGOTA,JUZGADO,1,,,3325,Juzgado Cuarenta y Cinco Civil del Circuito de Bogotá,11,Bogotá,"Bogotá, D.C."
0.891,7408,JUZGADO TREINTA Y OCHO CIVIL DEL CIRCUITO,JUZGADO,1,,,3817,JUZGADO TREINTA Y OCHO CIVIL DEL CIRCUITO DE BOGOTÁ,7,Bogotá,"Bogotá, D.C."
0.902,7415,Juzgado Cuarenta y Siete 47 Civil del Circuito,JUZGADO,1,,,3551,Juzgado Cuarenta y Siete 47 Civil del Circuito de Bogotá,9,Bogotá,"Bogotá, D.C."
0.881,7428,JUZGADO VEINTIOCHO CIVIL DEL CIRCUITO,JUZGADO,1,,,2480,JUZGADO VEINTIOCHO CIVIL DEL CIRCUITO DE BOGOTA,23,Bogotá,"Bogotá, D.C."
0.929,7447,JUZGADO 008 CIVIL DEL CIRCUITO,JUZGADO,1,,,559,JUZGADO CIVIL DEL CIRCUITO,281,,
0.914,7508,JUZGADO SEGUNDO CIVIL DEL CIRCUITO  - NARIÑO,JUZGADO,1,,Nariño,2547,JUZGADO SEGUNDO CIVIL DEL CIRCUITO PASTO,22,Pasto,Nariño
0.911,7595,JUZGADO 3º CIVIL DEL CIRCUITO DE VALLEDUPAR,JUZGADO,1,Valledupar,Cesar,1454,JUZGADO TERCERO CIVIL DEL CIRCUITO DE VALLEDUPAR,70,Valledupar,Cesar
0.988,7677,JUZGADO 56 CIVIL DEL CIRCUITO DE BOGOTÁD.C .,JUZGADO,1,,,836,JUZGADO 56 CIVIL DEL CIRCUITO DE BOGOTÁ D C,166,Bogotá D.C.,Cundinamarca
0.990,7835,JUZGADO ONCE CIVIL DEL CIRCUITO BUCRAMANGA SANTANDER,JUZGADO,1,,Santander,924,JUZGADO ONCE CIVIL DEL CIRCUITO BUCARAMANGA - Santander,148,Bucaramanga,Santander
0.909,7931,JUZGADO DIECINUEVE CIVIL DEL CIRCUITO Santiago de Cali,JUZGADO,1,Cali,Valle del Cauca,1019,JUZGADO DIECINUEVE CIVIL DEL CIRCUITO DE CALI,127,,Valle del Cauca
0.935,7971,JUZGADO PRIMERO CIVIL DEL CIRCUITO DE RIOACHA-GUAJIRA,JUZGADO,1,,La Guajira,1565,Juzgado Primero Civil Del Circuito Riohacha - La Guajira,61,Riohacha,La Guajira
0.896,8048,Juzgado Doce Civil del Circuito de Oralidad  - Atlántico,JUZGADO,1,,Atlántico,1168,Juzgado Doce Civil del Circuito de Oralidad,101,,
0.946,8057,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DEL TOLIMA,JUZGADO,1,,Tolima,2726,JUZGADO SEGUNDO CIVIL DEL CIRCUITO MELGAR TOLIMA,19,Melgar,Tolima
1.000,8060,JUZGADO 1º CIVIL DEL CIRCUITO DE COROZAL,JUZGADO,1,Corozal,Sucre,2684,JUZGADO 1 CIVIL DEL CIRCUITO DE COROZAL,19,Corozal,Sucre
0.990,8071,JUZGADO PRIMERO CIVIL DEL CIRCUITOMAGANGUÉ  BOLÍVAR,JUZGADO,1,,Bolívar,4110,JUZGADO PRIMERO CIVIL DEL CIRCUITO MAGANGUÉ - BOLÍVAR,6,Magangué,Bolívar
0.971,8082,JUZGADOTERCERO CIVIL DEL CIRCUITO BUENAVENTURA CALLE,JUZGADO,1,Buenaventura,Valle del Cauca,2730,JUZGADO TERCERO CIVIL DEL CIRCUITO BUENAVENTURA - VALLE,19,Buenaventura,Valle del Cauca
0.990,8168,JUZGADO CUARTO CIVIL DEL CIRCUITO VILLAVICENIO META,JUZGADO,1,,Meta,1799,JUZGADO CUARTO CIVIL DEL CIRCUITO VILLAVICENCIO META,46,Villavicencio,Meta
0.978,8172,JUZGADO SEXTO CIVIL DEL CIRCUITO POPAYNA CAUCA,JUZGADO,1,,Cauca,3125,JUZGADO SEXTO CIVIL DEL CIRCUITO Popayán Cauca,13,Popayán,Cauca
0.990,8357,JUZGADO VENTIDOS CIVIL DEL CIRCUITO DE BOGOTA D.C.,JUZGADO,1,Bogotá D.C.,Cundinamarca,1277,Juzgado Veintidós Civil del Circuito de Bogotá D C,86,Bogotá D.C.,Cundinamarca
0.907,8374,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE CAQUETA,JUZGADO,1,,Caquetá,2324,"JUZGADO SEGUNDO CIVIL DEL CIRCUITO  Florencia , Caquetá",27,Florencia,Caquetá
1.000,8432,JUZGADO CINCUENTA Y OCHO 58 CIVIL DEL CIRCUITO DE BOGOTÁ¹,JUZGADO,1,,,2739,JUZGADO CINCUENTA Y OCHO 58 CIVIL DEL CIRCUITO DE BOGOTÁ,19,Bogotá,"Bogotá, D.C."
0.898,8487,JUZGADO CINCUENTA Y SIETE CIVIL DEL CIRCUITO,JUZGADO,1,,,2013,JUZGADO CINCUENTA Y SIETE CIVIL DEL CIRCUITO DE BOGOTÁ,37,Bogotá,"Bogotá, D.C."
0.891,6764,JUZGADOS DE FAMILIA DE EJECUCIÓN DE SENTENCIAS,JUZGADO,1,,,5418,JUZGADO PRIMERO 1 DE FAMILIA DE EJECUCIÓN DE SENTENCIAS,2,,
0.904,6765,OFICINA DE APOYO PARA LOS JUZGADOS DEL CIRCUITO DE EJECUCION DE SENTENCIAS,JUZGADO,1,,,4457,OFICINA DE APOYO PARA LOS JUZGADOS DE FAMILIA DE EJECUCIÓN DE SENTENCIAS,4,,
0.914,7460,JUZGADO 14 DIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,JUZGADO,1,,,5578,JUZGADO 14 DIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ .,2,Bogotá,"Bogotá, D.C."
0.893,6851,JUZGADO PRIMERO CIVIE MUNICIPAL,JUZGADO,1,,,3187,JUZGADO PRIMERO MUNICIPAL,12,,
0.934,6932,JUZGADO NOVENO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA mutiple,JUZGADO,1,,,2810,JUZGADO NOVENO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA,17,,
0.892,6967,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS,JUZGADO,1,,,1912,Juzgado Segundo Municipal de Pequeñas Causas y,40,,
0.909,6969,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS MÚLTIPLE,JUZGADO,1,,,1912,Juzgado Segundo Municipal de Pequeñas Causas y,40,,
0.881,7150,JUZGADO COMPETENCIAS DIECIOCHO MUNICIPAL DE PEQUEÑAS CAUSAS Y,JUZGADO,1,,,1472,JUZGADO DIECIOCHO MUNICIPAL DE PEQUEÑAS CAUSAS Y,68,,
0.906,7151,JUZGADO DIECIOCHO MUNICIPAL DE PEQUEÑAS CAUSAS Y  MÚLTIPLES,JUZGADO,1,,,1472,JUZGADO DIECIOCHO MUNICIPAL DE PEQUEÑAS CAUSAS Y,68,,
0.902,7512,Juzgado Primero Municipal de Pequeñas Causas Y Competencias Multiples de Santa Marta,JUZGADO,1,Santa Marta,Magdalena,374,Juzgado Primero Municipal de Pequeñas Causas y Competencias Múltiples,420,,
0.882,7896,JUZGADO SEGUNDO 2 MUNICIPAL DE PEQUEÑAS CAUSAS DE BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",1912,Juzgado Segundo Municipal de Pequeñas Causas y,40,,
0.902,7897,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE NEIVA HUILA,JUZGADO,1,Neiva,Huila,1040,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,123,,
0.904,7979,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAMÚLTIPLE DE SANTIAGO DE CALI,JUZGADO,1,Cali,Valle del Cauca,5098,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAMÚLTIPLE CALI,3,,Valle del Cauca
0.905,6663,JUZGADO SEGUNDO LABORAL DEL CIRCUITO BUCARANGA,JUZGADO,1,,,2984,Juzgado Segundo Laboral del Circuito de Cartagena,15,Cartagena de Indias,Bolívar
0.957,6664,JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE SOGAMOSOO,JUZGADO,1,,,2433,JUZGADO SEGUNDO LABORAL DEL CIRCUITO  Sogamoso,24,Sogamoso,Boyacá
0.986,6665,JUZGADO SEGUNDO LABORAL DEL CIRCUITOS,JUZGADO,1,,,519,Juzgado Segundo Laboral del Circuito,304,,
0.899,6919,JUZGADO CUARTO LABORAL DEL CIRCUITO Secretario,JUZGADO,1,,,1722,JUZGADO CUARTO LABORAL DEL CIRCUITO PEREIRA,50,Pereira,Risaralda
0.988,6921,JUZGADO CUARTO LABORAL DEL CIRCUITO IBAUE,JUZGADO,1,,,1801,JUZGADO CUARTO LABORAL DEL CIRCUITO  Ibagué,46,Ibagué,Tolima
0.917,6961,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE VILLAVICENCIAO,JUZGADO,1,,,2865,Juzgado Primero Laboral del Circuito Villavicencio - Meta,17,Villavicencio,Meta
0.884,6962,JUZGADO PRIMERO CIVIL DEL CIRCUITO CONFUNCIONES LABORALES,JUZGADO,1,,,3158,"JUZGADO PRIMERO CIVIL DEL CIRCUITO CONFUNCIONES LABORALES SIMITÍ , BOLÍVAR",13,Simití,Bolívar
0.988,6964,JUZGADO PRIMERO LABORAL DEL CIRCUITO ITAUI,JUZGADO,1,,,5172,JUZGADO PRIMERO LABORAL DEL CIRCUITO ITAGÜI,3,Itagüí,Antioquia
0.897,6993,JUZGADO VEINTITRÉS LABORAL DEL CIRCUITO MEDELLIN,JUZGADO,1,Medellín,Antioquia,5530,JUZGADO VEINTITRÉS LABORAL DEL CIRCUITO,2,,
0.939,6998,JUZGADO DIEZ LABORAL DEL CIRCUITO,JUZGADO,1,,,5590,Juzgado Doce Laboral Del Circuito,2,,
0.943,6999,JUZGADO SERTIMO LABORAL DEL CIRCUITO,JUZGADO,1,,,1963,JUZGADO SEXTO LABORAL DEL CIRCUITO,38,,
0.990,7055,JUZGADO TERCERO LABORAL DEL CIRCUITO ARMENIAQUINDIO,JUZGADO,1,,,2926,JUZGADO TERCERO LABORAL DEL CIRCUITO Armenia - Quindío .,16,Armenia,Quindío
0.989,7056,JUZGADO TERCERO LABORAL DEL CIRCUITO DEPASTO,JUZGADO,1,,,2199,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PASTO,30,Pasto,Nariño
0.971,7057,JUZGADO TERCERO LABORAL DEL CIRCUITO DE BUCARAMERNGA,JUZGADO,1,,,3161,JUZGADO TERCERO LABORAL DEL CIRCUITO DE BUCARAMANGA,13,Bucaramanga,Santander
0.959,7089,JUZGADO OCTAVO LABORAL DEL CIRCUITO BARANQUILLA,JUZGADO,1,,,5607,JUZGADO OCTAVO LABORAL DEL CIRCUITO DE BARRANQUILLA,2,Barranquilla,Atlántico
0.964,7211,JUZGADO VEINTICUATRO 24 LABORAL DEL CIRCUITO DE BTA DC,JUZGADO,1,,,2310,JUZGADO VEINTICUATRO 24 LABORAL DEL CIRCUITO DE BOGOTÁ D.C,27,Bogotá D.C.,Cundinamarca
0.889,7311,Juzgado 001 Civil del Circuito Conocimiento en Asuntos  Laborales de Saravena,JUZGADO,1,Saravena,Arauca,4943,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES,3,,
0.905,7378,JUZGADO DIECIOCHO LABORAL DEL CIRCUITO,JUZGADO,1,,,2401,JUZGADO DIECIOCHO LABORAL DEL CIRCUITO DE CALI,25,,Valle del Cauca
0.917,7392,JUZGADO 19 LABORAL DE CIRCUITO CIVIL,JUZGADO,1,,,3877,Juzgado 19 Laboral del Circuito Cali,7,,Valle del Cauca
0.911,7401,JUZGADO SEPTIMO LABORAL DEL CIRCUITO,JUZGADO,1,,,3994,JUZGADO SEPTIMO LABORAL DEL CIRCUITO BOGOTA,6,Bogotá,"Bogotá, D.C."
0.905,7459,JUZGADO DIECISÉIS LABORAL DEL CIRCUITO,JUZGADO,1,,,2708,JUZGADO DIECISÉIS LABORAL DEL CIRCUITO DE CALI,19,,Valle del Cauca
0.904,7532,JUZGADO CUARENTA Y TRES 43 LABORAL DEL CIRCUITO,JUZGADO,1,,,2712,JUZGADO CUARENTA Y TRES 43 LABORAL DEL CIRCUITO DE BOGOTÁ,19,Bogotá,"Bogotá, D.C."
0.991,7586,JUZGADO CUARTO LABORAL DEL CIRCUITO BUCARAMANG SANTANDER,JUZGADO,1,,Santander,1564,Juzgado Cuarto Laboral Del Circuito Bucaramanga - Santander,61,Bucaramanga,Santander
0.990,7714,JUZGADO CUARTO LABORAL DEL CIRCUITOMONTERÍA- CORDOBA,JUZGADO,1,,Córdoba,1661,JUZGADO CUARTO LABORAL DEL CIRCUITO MONTERÍA CORDOBA,54,Montería,Córdoba
0.979,7728,JUZGADO  LABORAL DEL CIRCUITO Pereira - Risaralda,JUZGADO,1,Pereira,Risaralda,3928,JUZGADO 1 LABORAL DEL CIRCUITO Pereira Risaralda,7,Pereira,Risaralda
0.918,7754,JUZGADO 020 LABORAL DEL CIRCUITO DE BOGOTÁ,JUZGADO,1,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.991,7799,JUZGADO TREINTA Y SIETE LABORAL DEL CIRCUITO DE BOGOA,JUZGADO,1,,,3154,JUZGADO TREINTA Y SIETE LABORAL DEL CIRCUITO DE BOGOTÁ,13,Bogotá,"Bogotá, D.C."
0.909,7805,JUZGADO NOVENO LABORAL DEL CIRCUITO BOGOTA,JUZGADO,1,Bogotá,"Bogotá, D.C.",2524,JUZGADO NOVENO LABORAL DEL CIRCUITO,22,,
0.981,7824,JUZGADO TERCERO LABORAL DEL CIRCUITO Armenis - Quindio,JUZGADO,1,,Quindío,2926,JUZGADO TERCERO LABORAL DEL CIRCUITO Armenia - Quindío .,16,Armenia,Quindío
0.920,7826,Juzgado Trece Laboral Del Circuito De Bogotá,JUZGADO,1,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.889,7830,JUZGADO VEINTICINCO LABORAL DEL CIRCUITO,JUZGADO,1,,,2624,JUZGADO VEINTICINCO LABORAL DEL CIRCUITO DE BOGOTA,20,Bogotá,"Bogotá, D.C."
0.984,7840,JUZGADO 1 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES DE SEVILLA VALLE DEL CAUCA,JUZGADO,1,Sevilla,Valle del Cauca,3434,JUZGADO CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS LABORALES DE SEVILLA VALLE DEL CAUCA,10,Sevilla,Valle del Cauca
0.881,7852,JUZGADO CUARENTA LABORAL DEL CIRCUITO,JUZGADO,1,,,3266,JUZGADO CUARENTA LABORAL DEL CIRCUITO DE BOGOTA,12,Bogotá,"Bogotá, D.C."
0.967,7869,JUZGADO 01 CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS LABORALES SEVILLA VALLE DEL CAUCA,JUZGADO,1,Sevilla,Valle del Cauca,3434,JUZGADO CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS LABORALES DE SEVILLA VALLE DEL CAUCA,10,Sevilla,Valle del Cauca
0.964,8032,JUZGADO CIVIL LABORAL DEL CIRCUITO SANTUARIAO ANTIOQUIA,JUZGADO,1,,Antioquia,3367,JUZGADO CIVIL LABORAL DEL CIRCUITO - El Santuario Antioquia,11,El Santuario,Antioquia
0.990,8094,JUZGADO TERCER O LABORAL DEL CIRCUITO DE MEDELLÍN,JUZGADO,1,Medellín,Antioquia,5957,JUZGADO TERCERO LABORAL DEL CIRCUITO DE MEDELLIN,2,Medellín,Antioquia
0.884,8095,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE APARTADÓ,JUZGADO,1,Apartadó,Antioquia,5409,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE CORAZAL,2,,
0.981,8103,JUZGADO QUINTO LABORAL DEL CIRCUITO  PER IRA - RISARALDA,JUZGADO,1,,Risaralda,2923,JUZGADO QUINTO LABORAL DEL CIRCUITO PEREIRA RISARALDA,16,Pereira,Risaralda
0.887,8133,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,JUZGADO,1,Palmira,Valle del Cauca,1523,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE CALI,64,,Valle del Cauca
0.899,8137,JUZGADO 02 LABORAL DEL CIRCUITO ITAGUI,JUZGADO,1,Itagüí,Antioquia,3477,JUZGADO 02 LABORAL DEL CIRCUITO,10,,
0.943,8241,JUZGADO TERCERO LABORAL DEL  CIRCUITO SANTANDER,JUZGADO,1,,Santander,5423,JUZGADO TERCERO LABORAL DEL CIRCUITOSANTA,2,,
0.883,8259,Juzgado Sexto Laboral del Circuito Medellín,JUZGADO,1,Medellín,Antioquia,1963,JUZGADO SEXTO LABORAL DEL CIRCUITO,38,,
0.880,8278,JUZGADO CATORCE LABORAL DEL CIRCUITO DE SANTIAGO DE CALI,JUZGADO,1,Cali,Valle del Cauca,3428,JUZGADO CATORCE LABORAL DEL CIRCUITO DE CALI,10,,Valle del Cauca
0.935,8298,JUZGADO 35 LABORAL DEL  CIRCUITO DE BOGOTÁ D.C.,JUZGADO,1,Bogotá D.C.,Cundinamarca,2051,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA D C,35,Bogotá D.C.,Cundinamarca
0.909,8382,JUZGADO ÚNICO LABORAL DEL CIRCUITO DE OCAÑA,JUZGADO,1,Ocaña,Norte de Santander,974,JUZGADO PRIMERO LABORAL DEL CIRCUITO de Ocaña,136,Ocaña,Norte de Santander
0.929,8409,JUZGADO 41 LABORAL DEL CIRCUITO DE BOGOTÁ,JUZGADO,1,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.911,8444,JUZGADO LABORAL DEL CIRCUITO CÓRDOBA,JUZGADO,1,,Córdoba,1883,JUZGADO LABORAL DEL CIRCUITO  Lorica -Córdoba,42,Lorica,Córdoba
